id,army_count,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attrList,downgrade,exp,exp_die,fightforce,level,mainAttribute,prebuilding_level,quality,unlock_lv,unlock_lv_new
26229,687,[3|30069],[4|301449],[10|5000],[5|350],[57|0],[24|0],[1021|2690],[[3|30069]|[4|301449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2690]],0,1556900,-1,240855,229,2,[117|40],6,18,1
26230,690,[3|30501],[4|305769],[10|5000],[5|350],[57|0],[24|0],[1021|2700],[[3|30501]|[4|305769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2700]],0,1600000,-1,244311,230,2,[117|40],6,18,1
26231,693,[3|30933],[4|310089],[10|5000],[5|350],[57|0],[24|0],[1021|2710],[[3|30933]|[4|310089]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2710]],0,1607200,-1,247767,231,2,[117|40],6,18,1
26232,696,[3|31365],[4|314409],[10|5000],[5|350],[57|0],[24|0],[1021|2720],[[3|31365]|[4|314409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2720]],0,1650000,-1,251223,232,2,[117|40],6,18,1
26233,699,[3|31797],[4|318729],[10|5000],[5|350],[57|0],[24|0],[1021|2730],[[3|31797]|[4|318729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2730]],0,1657200,-1,254679,233,2,[117|40],6,18,1
26234,702,[3|32229],[4|323049],[10|5000],[5|350],[57|0],[24|0],[1021|2740],[[3|32229]|[4|323049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2740]],0,1700000,-1,258135,234,2,[117|40],6,18,1
26235,705,[3|32661],[4|327369],[10|5000],[5|350],[57|0],[24|0],[1021|2750],[[3|32661]|[4|327369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2750]],0,1707500,-1,261591,235,2,[117|40],6,18,1
26236,708,[3|33093],[4|331689],[10|5000],[5|350],[57|0],[24|0],[1021|2760],[[3|33093]|[4|331689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2760]],0,1750000,-1,265047,236,2,[117|40],6,18,1
26237,711,[3|33525],[4|336009],[10|5000],[5|350],[57|0],[24|0],[1021|2770],[[3|33525]|[4|336009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2770]],0,1757500,-1,268503,237,2,[117|40],6,18,1
26238,714,[3|33957],[4|340329],[10|5000],[5|350],[57|0],[24|0],[1021|2780],[[3|33957]|[4|340329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2780]],0,1800000,-1,271959,238,2,[117|40],6,18,1
26239,717,[3|34389],[4|344649],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|34389]|[4|344649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,1807500,-1,275415,239,2,[117|40],6,18,1
26240,720,[3|34821],[4|348969],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|34821]|[4|348969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,1850000,-1,278871,240,2,[117|40],6,19,1
26241,723,[3|35307],[4|353829],[10|5000],[5|350],[57|0],[24|0],[1021|2720],[[3|35307]|[4|353829]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2720]],0,1857800,-1,282759,241,2,[117|40],6,19,1
26242,726,[3|35793],[4|358689],[10|5000],[5|350],[57|0],[24|0],[1021|2730],[[3|35793]|[4|358689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2730]],0,1900000,-1,286647,242,2,[117|40],6,19,1
26243,729,[3|36279],[4|363549],[10|5000],[5|350],[57|0],[24|0],[1021|2740],[[3|36279]|[4|363549]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2740]],0,1950000,-1,290535,243,2,[117|40],6,19,1
26244,732,[3|36765],[4|368409],[10|5000],[5|350],[57|0],[24|0],[1021|2750],[[3|36765]|[4|368409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2750]],0,1957800,-1,294423,244,2,[117|40],6,19,1
26245,735,[3|37251],[4|373269],[10|5000],[5|350],[57|0],[24|0],[1021|2760],[[3|37251]|[4|373269]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2760]],0,2000000,-1,298311,245,2,[117|40],6,19,1
26246,738,[3|37737],[4|378129],[10|5000],[5|350],[57|0],[24|0],[1021|2770],[[3|37737]|[4|378129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2770]],0,2008100,-1,302199,246,2,[117|40],6,19,1
26247,741,[3|38223],[4|382989],[10|5000],[5|350],[57|0],[24|0],[1021|2780],[[3|38223]|[4|382989]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2780]],0,2050000,-1,306087,247,2,[117|40],6,19,1
26248,744,[3|38709],[4|387849],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|38709]|[4|387849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,2058100,-1,309975,248,2,[117|40],6,19,1
26249,747,[3|39195],[4|392709],[10|5000],[5|350],[57|0],[24|0],[1021|2790],[[3|39195]|[4|392709]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2790]],0,2100000,-1,313863,249,2,[117|40],6,19,1
26250,750,[3|39681],[4|397569],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|39681]|[4|397569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2150000,-1,317751,250,2,[117|40],6,19,1
26251,753,[3|40167],[4|402429],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|40167]|[4|402429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2200000,-1,321639,251,2,[117|40],6,19,1
26252,756,[3|40653],[4|407289],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|40653]|[4|407289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2200000,-1,325527,252,2,[117|40],6,19,1
26253,759,[3|41139],[4|412149],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|41139]|[4|412149]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2250000,-1,329415,253,2,[117|40],6,19,1
26254,762,[3|41625],[4|417009],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|41625]|[4|417009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2300000,-1,333303,254,2,[117|40],6,19,1
26255,765,[3|42111],[4|421869],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|42111]|[4|421869]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2350000,-1,337191,255,2,[117|40],6,19,1
26256,768,[3|42597],[4|426729],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|42597]|[4|426729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2400000,-1,341079,256,2,[117|40],6,19,1
26257,771,[3|43083],[4|431589],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|43083]|[4|431589]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2450000,-1,344967,257,2,[117|40],6,19,1
26258,774,[3|43569],[4|436449],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|43569]|[4|436449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2500000,-1,348855,258,2,[117|40],6,19,1
26259,777,[3|44055],[4|441309],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|44055]|[4|441309]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2550000,-1,352743,259,2,[117|40],6,19,1
26260,780,[3|44541],[4|446169],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|44541]|[4|446169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2600000,-1,356631,260,2,[117|40],6,19,1
26261,783,[3|45027],[4|451029],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|45027]|[4|451029]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2650000,-1,360519,261,2,[117|40],6,19,1
26262,786,[3|45513],[4|455889],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|45513]|[4|455889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2700000,-1,364407,262,2,[117|40],6,19,1
26263,789,[3|45999],[4|460749],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|45999]|[4|460749]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2750000,-1,368295,263,2,[117|40],6,19,1
26264,792,[3|46485],[4|465609],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|46485]|[4|465609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2800000,-1,372183,264,2,[117|40],6,19,1
26265,795,[3|46971],[4|470469],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|46971]|[4|470469]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2850000,-1,376071,265,2,[117|40],6,19,1
26266,798,[3|47457],[4|475329],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|47457]|[4|475329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2900000,-1,379959,266,2,[117|40],6,20,1
26267,801,[3|47943],[4|480189],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|47943]|[4|480189]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,2950000,-1,383847,267,2,[117|40],6,20,1
26268,804,[3|48429],[4|485049],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48429]|[4|485049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3000000,-1,387735,268,2,[117|40],6,20,1
26269,807,[3|48915],[4|489909],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|48915]|[4|489909]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3050000,-1,391623,269,2,[117|40],6,20,1
26270,810,[3|49401],[4|494769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|49401]|[4|494769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3100000,-1,395511,270,2,[117|40],6,20,1
26271,813,[3|49887],[4|499629],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|49887]|[4|499629]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3150000,-1,399399,271,2,[117|40],6,20,1
26272,816,[3|50373],[4|504489],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|50373]|[4|504489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3200000,-1,403287,272,2,[117|40],6,20,1
26273,819,[3|50859],[4|509349],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|50859]|[4|509349]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3250000,-1,407175,273,2,[117|40],6,20,1
26274,822,[3|51345],[4|514209],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|51345]|[4|514209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3300000,-1,411063,274,2,[117|40],6,20,1
26275,825,[3|51831],[4|519069],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|51831]|[4|519069]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3400000,-1,414951,275,2,[117|40],6,20,1
26276,828,[3|52317],[4|523929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52317]|[4|523929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3500000,-1,418839,276,2,[117|40],6,20,1
26277,831,[3|52803],[4|528789],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|52803]|[4|528789]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3600000,-1,422727,277,2,[117|40],6,20,1
26278,834,[3|53289],[4|533649],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|53289]|[4|533649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3700000,-1,426615,278,2,[117|40],6,20,1
26279,837,[3|53775],[4|538509],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|53775]|[4|538509]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3800000,-1,430503,279,2,[117|40],6,20,1
26280,840,[3|54261],[4|543369],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|54261]|[4|543369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,3900000,-1,434391,280,2,[117|40],6,20,1
26281,843,[3|54567],[4|546429],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|54567]|[4|546429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4000000,-1,436839,281,2,[117|40],6,20,1
26282,846,[3|55017],[4|550929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55017]|[4|550929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4100000,-1,440439,282,2,[117|40],6,20,1
26283,849,[3|55467],[4|555429],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55467]|[4|555429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4200000,-1,444039,283,2,[117|40],6,20,1
26284,852,[3|55917],[4|559929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|55917]|[4|559929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4300000,-1,447639,284,2,[117|40],6,20,1
26285,855,[3|56367],[4|564429],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|56367]|[4|564429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4400000,-1,451239,285,2,[117|40],6,20,1
26286,858,[3|56817],[4|568929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|56817]|[4|568929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4500000,-1,454839,286,2,[117|40],6,20,1
26287,861,[3|57267],[4|573429],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|57267]|[4|573429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4600000,-1,458439,287,2,[117|40],6,20,1
26288,864,[3|57717],[4|577929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|57717]|[4|577929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4700000,-1,462039,288,2,[117|40],6,20,1
26289,867,[3|58167],[4|582429],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|58167]|[4|582429]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4800000,-1,465639,289,2,[117|40],6,20,1
26290,870,[3|58617],[4|586929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|58617]|[4|586929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,4900000,-1,469239,290,2,[117|40],6,20,1
26291,873,[3|58977],[4|590529],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|58977]|[4|590529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5000000,-1,472119,291,2,[117|40],6,20,1
26292,876,[3|59409],[4|594849],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|59409]|[4|594849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5100000,-1,475575,292,2,[117|40],6,20,1
26293,879,[3|59841],[4|599169],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|59841]|[4|599169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5200000,-1,479031,293,2,[117|40],6,20,1
26294,882,[3|60273],[4|603489],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|60273]|[4|603489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5300000,-1,482487,294,2,[117|40],6,20,1
26295,885,[3|60705],[4|607809],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|60705]|[4|607809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5400000,-1,485943,295,2,[117|40],6,20,1
26296,888,[3|61137],[4|612129],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|61137]|[4|612129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5500000,-1,489399,296,2,[117|40],6,20,1
26297,891,[3|61569],[4|616449],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|61569]|[4|616449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5600000,-1,492855,297,2,[117|40],6,20,1
26298,894,[3|62001],[4|620769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|62001]|[4|620769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5700000,-1,496311,298,2,[117|40],6,20,1
26299,897,[3|62433],[4|625089],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|62433]|[4|625089]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5800000,-1,499767,299,2,[117|40],6,20,1
26300,900,[3|62865],[4|629409],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|62865]|[4|629409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,5900000,-1,503223,300,2,[117|40],6,20,1
26301,903,[3|63297],[4|633729],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|63297]|[4|633729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6000000,-1,506679,301,2,[117|40],6,20,1
26302,906,[3|63729],[4|638049],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|63729]|[4|638049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6100000,-1,510135,302,2,[117|40],6,20,1
26303,909,[3|64161],[4|642369],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|64161]|[4|642369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6200000,-1,513591,303,2,[117|40],6,20,1
26304,912,[3|64593],[4|646689],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|64593]|[4|646689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6300000,-1,517047,304,2,[117|40],6,20,1
26305,915,[3|65025],[4|651009],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|65025]|[4|651009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6400000,-1,520503,305,2,[117|40],6,20,1
26306,918,[3|65457],[4|655329],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|65457]|[4|655329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6500000,-1,523959,306,2,[117|40],6,20,1
26307,921,[3|65889],[4|659649],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|65889]|[4|659649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6600000,-1,527415,307,2,[117|40],6,20,1
26308,924,[3|66321],[4|663969],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|66321]|[4|663969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6700000,-1,530871,308,2,[117|40],6,20,1
26309,927,[3|66753],[4|668289],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|66753]|[4|668289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6800000,-1,534327,309,2,[117|40],6,20,1
26310,930,[3|67185],[4|672609],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|67185]|[4|672609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,6900000,-1,537783,310,2,[117|40],6,20,1
26311,933,[3|67617],[4|676929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|67617]|[4|676929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7000000,-1,541239,311,2,[117|40],6,20,1
26312,936,[3|68049],[4|681249],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|68049]|[4|681249]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7100000,-1,544695,312,2,[117|40],6,20,1
26313,939,[3|68481],[4|685569],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|68481]|[4|685569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7200000,-1,548151,313,2,[117|40],6,20,1
26314,942,[3|68913],[4|689889],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|68913]|[4|689889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7300000,-1,551607,314,2,[117|40],6,20,1
26315,945,[3|69345],[4|694209],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|69345]|[4|694209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7400000,-1,555063,315,2,[117|40],6,20,1
26316,948,[3|69777],[4|698529],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|69777]|[4|698529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7500000,-1,558519,316,2,[117|40],6,20,1
26317,951,[3|70209],[4|702849],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|70209]|[4|702849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7600000,-1,561975,317,2,[117|40],6,20,1
26318,954,[3|70641],[4|707169],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|70641]|[4|707169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7700000,-1,565431,318,2,[117|40],6,20,1
26319,957,[3|71073],[4|711489],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|71073]|[4|711489]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7800000,-1,568887,319,2,[117|40],6,20,1
26320,960,[3|71505],[4|715809],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|71505]|[4|715809]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,7900000,-1,572343,320,2,[117|40],6,20,1
26321,963,[3|71937],[4|720129],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|71937]|[4|720129]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8000000,-1,575799,321,2,[117|40],6,20,1
26322,966,[3|72369],[4|724449],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|72369]|[4|724449]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8100000,-1,579255,322,2,[117|40],6,20,1
26323,969,[3|72801],[4|728769],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|72801]|[4|728769]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8200000,-1,582711,323,2,[117|40],6,20,1
26324,972,[3|73233],[4|733089],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|73233]|[4|733089]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8300000,-1,586167,324,2,[117|40],6,20,1
26325,975,[3|73665],[4|737409],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|73665]|[4|737409]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8400000,-1,589623,325,2,[117|40],6,20,1
26326,978,[3|74097],[4|741729],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|74097]|[4|741729]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8500000,-1,593079,326,2,[117|40],6,20,1
26327,981,[3|74529],[4|746049],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|74529]|[4|746049]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8600000,-1,596535,327,2,[117|40],6,20,1
26328,984,[3|74961],[4|750369],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|74961]|[4|750369]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8700000,-1,599991,328,2,[117|40],6,20,1
26329,987,[3|75393],[4|754689],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|75393]|[4|754689]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8800000,-1,603447,329,2,[117|40],6,20,1
26330,990,[3|75825],[4|759009],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|75825]|[4|759009]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,8900000,-1,606903,330,2,[117|40],6,20,1
26331,993,[3|76257],[4|763329],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|76257]|[4|763329]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9000000,-1,610359,331,2,[117|40],6,20,1
26332,996,[3|76689],[4|767649],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|76689]|[4|767649]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9100000,-1,613815,332,2,[117|40],6,20,1
26333,999,[3|77121],[4|771969],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|77121]|[4|771969]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9200000,-1,617271,333,2,[117|40],6,20,1
26334,1002,[3|77553],[4|776289],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|77553]|[4|776289]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9300000,-1,620727,334,2,[117|40],6,20,1
26335,1005,[3|77985],[4|780609],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|77985]|[4|780609]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9400000,-1,624183,335,2,[117|40],6,20,1
26336,1008,[3|78417],[4|784929],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|78417]|[4|784929]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9500000,-1,627639,336,2,[117|40],6,20,1
26337,1011,[3|78849],[4|789249],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|78849]|[4|789249]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9600000,-1,631095,337,2,[117|40],6,20,1
26338,1014,[3|79281],[4|793569],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|79281]|[4|793569]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9700000,-1,634551,338,2,[117|40],6,20,1
26339,1017,[3|79713],[4|797889],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|79713]|[4|797889]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9800000,-1,638007,339,2,[117|40],6,20,1
26340,1020,[3|80145],[4|802209],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|80145]|[4|802209]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,9900000,-1,641463,340,2,[117|40],6,20,1
26341,1023,[3|80577],[4|806529],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|80577]|[4|806529]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10000000,-1,644919,341,2,[117|40],6,20,1
26342,1026,[3|81009],[4|810849],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|81009]|[4|810849]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10100000,-1,648375,342,2,[117|40],6,20,1
26343,1029,[3|81441],[4|815169],[10|5000],[5|350],[57|0],[24|0],[1021|2800],[[3|81441]|[4|815169]|[10|5000]|[5|350]|[57|0]|[24|0]|[1021|2800]],0,10200000,-1,651831,343,2,[117|40],6,20,1
