id,attr_1,attr_2,attr_3,attr_4,attr_all_1,attr_all_2,attr_all_3,attr_all_4,attr_special_1,attr_special_2,attr_special_3,attr_special_4,attrAllList,attrList,attrSpecialList,breakCostArr,cost,fightforce,hero,hero_lv_max,hero_lv_max_new,hero_lv_min,hero_lv_min_new,level,player_lv_min
1003517,[3|1692],[4|25393],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|1692]|[4|25393]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],24988,10035,220,2600,220,2600,17,1
1003518,[3|2232],[4|33493],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|2232]|[4|33493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],32968,10035,240,2700,240,2700,18,1
1003519,[3|2832],[4|42493],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|2832]|[4|42493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],40948,10035,265,2800,265,2800,19,1
1003520,[3|3432],[4|51493],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|3432]|[4|51493]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],48928,10035,280,2900,99999,2901,20,1
1003601,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[30|0],[29|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[30|0]|[29|0]],[[999|3|450]],[999|3|450],0,10036,20,1000,20,1000,1,1
1003602,[3|22],[4|225],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[30|0],[29|0],[[103|0]|[104|200]],[[3|22]|[4|225]|[104|0]|[5|100]],[[19|100]|[18|0]|[30|0]|[29|0]],[[999|3|600]],[999|3|600],313,10036,30,1100,30,1100,2,1
1003603,[3|51],[4|517],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[30|0],[29|0],[[103|100]|[104|200]],[[3|51]|[4|517]|[104|0]|[5|100]],[[19|100]|[18|100]|[30|0]|[29|0]],[[999|3|3600]],[999|3|3600],721,10036,50,1200,50,1200,3,1
1003604,[3|87],[4|877],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[30|200],[29|0],[[103|100]|[104|200]],[[3|87]|[4|877]|[104|0]|[5|100]],[[19|200]|[18|100]|[30|200]|[29|0]],[[999|3|8600]],[999|3|8600],1225,10036,70,1300,70,1300,4,1
1003605,[3|130],[4|1305],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[30|200],[29|200],[[103|200]|[104|200]],[[3|130]|[4|1305]|[104|0]|[5|100]],[[19|200]|[18|200]|[30|200]|[29|200]],[[999|3|18000]],[999|3|18000],1825,10036,90,1400,90,1400,5,1
1003606,[3|180],[4|1800],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[30|200],[29|200],[[103|200]|[104|400]],[[3|180]|[4|1800]|[104|0]|[5|100]],[[19|300]|[18|200]|[30|200]|[29|200]],[[999|3|27000]],[999|3|27000],2520,10036,100,1500,100,1500,6,1
1003607,[3|229],[4|2295],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[30|200],[29|200],[[103|300]|[104|400]],[[3|229]|[4|2295]|[104|0]|[5|100]],[[19|300]|[18|300]|[30|200]|[29|200]],[[999|3|36000]],[999|3|36000],3211,10036,110,1600,110,1600,7,1
1003608,[3|288],[4|2880],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[30|400],[29|200],[[103|300]|[104|400]],[[3|288]|[4|2880]|[104|0]|[5|100]],[[19|400]|[18|300]|[30|400]|[29|200]],[[999|3|55000]],[999|3|55000],4032,10036,120,1700,120,1700,8,1
1003609,[3|355],[4|3555],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[30|400],[29|400],[[103|400]|[104|400]],[[3|355]|[4|3555]|[104|0]|[5|100]],[[19|400]|[18|400]|[30|400]|[29|400]],[[999|3|88000]],[999|3|88000],4849,10036,130,1800,130,1800,9,1
1003610,[3|460],[4|4605],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[30|400],[29|400],[[103|400]|[104|700]],[[3|460]|[4|4605]|[104|0]|[5|100]],[[19|500]|[18|400]|[30|400]|[29|400]],[[999|3|150000]],[999|3|150000],6109,10036,140,1900,140,1900,10,1
1003611,[3|580],[4|5805],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[30|400],[29|400],[[103|500]|[104|700]],[[3|580]|[4|5805]|[104|0]|[5|100]],[[19|500]|[18|500]|[30|400]|[29|400]],[[999|3|270000]],[999|3|270000],7369,10036,150,2000,150,2000,11,1
1003612,[3|715],[4|7155],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[30|700],[29|400],[[103|500]|[104|700]],[[3|715]|[4|7155]|[104|0]|[5|100]],[[19|600]|[18|500]|[30|700]|[29|400]],[[999|3|450000]],[999|3|450000],8839,10036,160,2100,160,2100,12,1
1003613,[3|865],[4|8655],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[30|700],[29|700],[[103|600]|[104|700]],[[3|865]|[4|8655]|[104|0]|[5|100]],[[19|600]|[18|600]|[30|700]|[29|700]],[[999|3|670000]],[999|3|670000],10309,10036,170,2200,170,2200,13,1
1003614,[3|1051],[4|10511],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[30|900],[29|700],[[103|600]|[104|700]],[[3|1051]|[4|10511]|[104|0]|[5|100]],[[19|700]|[18|600]|[30|900]|[29|700]],[[999|3|1000000]],[999|3|1000000],12199,10036,180,2300,180,2300,14,1
1003615,[3|1253],[4|12536],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[30|900],[29|900],[[103|700]|[104|700]],[[3|1253]|[4|12536]|[104|0]|[5|100]],[[19|700]|[18|700]|[30|900]|[29|900]],[[999|3|1500000]],[999|3|1500000],14089,10036,190,2400,190,2400,15,1
1003616,[3|1516],[4|15161],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[30|900],[29|950],[[103|1000]|[104|1000]],[[3|1516]|[4|15161]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|900]|[29|950]],[[999|3|2200000]],[999|3|2200000],16716,10036,200,2500,200,2500,16,1
1003617,[3|2116],[4|21161],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|2116]|[4|21161]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],23016,10036,220,2600,220,2600,17,1
1003618,[3|2791],[4|27911],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|2791]|[4|27911]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],30366,10036,240,2700,240,2700,18,1
1003619,[3|3541],[4|35411],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|3541]|[4|35411]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],37716,10036,265,2800,265,2800,19,1
1003620,[3|4291],[4|42911],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|4291]|[4|42911]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],45066,10036,280,2900,99999,2901,20,1
1003701,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[30|0],[29|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[30|0]|[29|0]],[[999|3|450]],[999|3|450],0,10037,20,1000,20,1000,1,1
1003702,[3|32],[4|216],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[30|0],[29|0],[[103|0]|[104|200]],[[3|32]|[4|216]|[104|0]|[5|100]],[[19|100]|[18|0]|[30|0]|[29|0]],[[999|3|600]],[999|3|600],344,10037,30,1100,30,1100,2,1
1003703,[3|74],[4|496],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[30|0],[29|0],[[103|100]|[104|200]],[[3|74]|[4|496]|[104|0]|[5|100]],[[19|100]|[18|100]|[30|0]|[29|0]],[[999|3|3600]],[999|3|3600],792,10037,50,1200,50,1200,3,1
1003704,[3|126],[4|842],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[30|200],[29|0],[[103|100]|[104|200]],[[3|126]|[4|842]|[104|0]|[5|100]],[[19|200]|[18|100]|[30|200]|[29|0]],[[999|3|8600]],[999|3|8600],1346,10037,70,1300,70,1300,4,1
1003705,[3|187],[4|1252],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[30|200],[29|200],[[103|200]|[104|200]],[[3|187]|[4|1252]|[104|0]|[5|100]],[[19|200]|[18|200]|[30|200]|[29|200]],[[999|3|18000]],[999|3|18000],2000,10037,90,1400,90,1400,5,1
1003706,[3|259],[4|1728],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[30|200],[29|200],[[103|200]|[104|400]],[[3|259]|[4|1728]|[104|0]|[5|100]],[[19|300]|[18|200]|[30|200]|[29|200]],[[999|3|27000]],[999|3|27000],2764,10037,100,1500,100,1500,6,1
1003707,[3|330],[4|2203],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[30|200],[29|200],[[103|300]|[104|400]],[[3|330]|[4|2203]|[104|0]|[5|100]],[[19|300]|[18|300]|[30|200]|[29|200]],[[999|3|36000]],[999|3|36000],3523,10037,110,1600,110,1600,7,1
1003708,[3|414],[4|2764],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[30|400],[29|200],[[103|300]|[104|400]],[[3|414]|[4|2764]|[104|0]|[5|100]],[[19|400]|[18|300]|[30|400]|[29|200]],[[999|3|55000]],[999|3|55000],4420,10037,120,1700,120,1700,8,1
1003709,[3|511],[4|3412],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[30|400],[29|400],[[103|400]|[104|400]],[[3|511]|[4|3412]|[104|0]|[5|100]],[[19|400]|[18|400]|[30|400]|[29|400]],[[999|3|88000]],[999|3|88000],5318,10037,130,1800,130,1800,9,1
1003710,[3|663],[4|4420],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[30|400],[29|400],[[103|400]|[104|700]],[[3|663]|[4|4420]|[104|0]|[5|100]],[[19|500]|[18|400]|[30|400]|[29|400]],[[999|3|150000]],[999|3|150000],6702,10037,140,1900,140,1900,10,1
1003711,[3|835],[4|5572],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[30|400],[29|400],[[103|500]|[104|700]],[[3|835]|[4|5572]|[104|0]|[5|100]],[[19|500]|[18|500]|[30|400]|[29|400]],[[999|3|270000]],[999|3|270000],8086,10037,150,2000,150,2000,11,1
1003712,[3|1030],[4|6868],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[30|700],[29|400],[[103|500]|[104|700]],[[3|1030]|[4|6868]|[104|0]|[5|100]],[[19|600]|[18|500]|[30|700]|[29|400]],[[999|3|450000]],[999|3|450000],9698,10037,160,2100,160,2100,12,1
1003713,[3|1246],[4|8308],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[30|700],[29|700],[[103|600]|[104|700]],[[3|1246]|[4|8308]|[104|0]|[5|100]],[[19|600]|[18|600]|[30|700]|[29|700]],[[999|3|670000]],[999|3|670000],11310,10037,170,2200,170,2200,13,1
1003714,[3|1513],[4|10090],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[30|900],[29|700],[[103|600]|[104|700]],[[3|1513]|[4|10090]|[104|0]|[5|100]],[[19|700]|[18|600]|[30|900]|[29|700]],[[999|3|1000000]],[999|3|1000000],13382,10037,180,2300,180,2300,14,1
1003715,[3|1805],[4|12034],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[30|900],[29|900],[[103|700]|[104|700]],[[3|1805]|[4|12034]|[104|0]|[5|100]],[[19|700]|[18|700]|[30|900]|[29|900]],[[999|3|1500000]],[999|3|1500000],15458,10037,190,2400,190,2400,15,1
1003716,[3|2183],[4|14554],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[30|900],[29|950],[[103|1000]|[104|1000]],[[3|2183]|[4|14554]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|900]|[29|950]],[[999|3|2200000]],[999|3|2200000],18338,10037,200,2500,200,2500,16,1
1003717,[3|3047],[4|20314],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[30|950],[29|950],[[103|1030]|[104|1000]],[[3|3047]|[4|20314]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|950]],[[999|3|6500000]],[999|3|6500000],25250,10037,220,2600,220,2600,17,1
1003718,[3|4019],[4|26794],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[30|950],[29|1000],[[103|1030]|[104|1030]],[[3|4019]|[4|26794]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|950]|[29|1000]],[[999|3|10000000]],[999|3|10000000],33314,10037,240,2700,240,2700,18,1
1003719,[3|5099],[4|33994],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[30|1000],[29|1000],[[103|1050]|[104|1050]],[[3|5099]|[4|33994]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1000]|[29|1000]],[[999|3|10000000]],[999|3|10000000],41378,10037,265,2800,265,2800,19,1
1003720,[3|6179],[4|41194],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[30|1030],[29|1030],[[103|1070]|[104|1070]],[[3|6179]|[4|41194]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[30|1030]|[29|1030]],[[999|3|10000000]],[999|3|10000000],49442,10037,280,2900,99999,2901,20,1
1003801,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[28|0],[27|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[28|0]|[27|0]],[[999|3|450]],[999|3|450],0,10038,20,1000,20,1000,1,1
1003802,[3|22],[4|225],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[28|0],[27|0],[[103|0]|[104|200]],[[3|22]|[4|225]|[104|0]|[5|100]],[[19|100]|[18|0]|[28|0]|[27|0]],[[999|3|600]],[999|3|600],313,10038,30,1100,30,1100,2,1
1003803,[3|51],[4|517],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[28|0],[27|0],[[103|100]|[104|200]],[[3|51]|[4|517]|[104|0]|[5|100]],[[19|100]|[18|100]|[28|0]|[27|0]],[[999|3|3600]],[999|3|3600],721,10038,50,1200,50,1200,3,1
1003804,[3|87],[4|877],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[28|200],[27|0],[[103|100]|[104|200]],[[3|87]|[4|877]|[104|0]|[5|100]],[[19|200]|[18|100]|[28|200]|[27|0]],[[999|3|8600]],[999|3|8600],1225,10038,70,1300,70,1300,4,1
1003805,[3|130],[4|1305],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[28|200],[27|200],[[103|200]|[104|200]],[[3|130]|[4|1305]|[104|0]|[5|100]],[[19|200]|[18|200]|[28|200]|[27|200]],[[999|3|18000]],[999|3|18000],1825,10038,90,1400,90,1400,5,1
1003806,[3|180],[4|1800],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[28|200],[27|200],[[103|200]|[104|400]],[[3|180]|[4|1800]|[104|0]|[5|100]],[[19|300]|[18|200]|[28|200]|[27|200]],[[999|3|27000]],[999|3|27000],2520,10038,100,1500,100,1500,6,1
1003807,[3|229],[4|2295],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[28|200],[27|200],[[103|300]|[104|400]],[[3|229]|[4|2295]|[104|0]|[5|100]],[[19|300]|[18|300]|[28|200]|[27|200]],[[999|3|36000]],[999|3|36000],3211,10038,110,1600,110,1600,7,1
1003808,[3|288],[4|2880],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[28|400],[27|200],[[103|300]|[104|400]],[[3|288]|[4|2880]|[104|0]|[5|100]],[[19|400]|[18|300]|[28|400]|[27|200]],[[999|3|55000]],[999|3|55000],4032,10038,120,1700,120,1700,8,1
1003809,[3|355],[4|3555],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[28|400],[27|400],[[103|400]|[104|400]],[[3|355]|[4|3555]|[104|0]|[5|100]],[[19|400]|[18|400]|[28|400]|[27|400]],[[999|3|88000]],[999|3|88000],4849,10038,130,1800,130,1800,9,1
1003810,[3|460],[4|4605],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[28|400],[27|400],[[103|400]|[104|700]],[[3|460]|[4|4605]|[104|0]|[5|100]],[[19|500]|[18|400]|[28|400]|[27|400]],[[999|3|150000]],[999|3|150000],6109,10038,140,1900,140,1900,10,1
1003811,[3|580],[4|5805],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[28|400],[27|400],[[103|500]|[104|700]],[[3|580]|[4|5805]|[104|0]|[5|100]],[[19|500]|[18|500]|[28|400]|[27|400]],[[999|3|270000]],[999|3|270000],7369,10038,150,2000,150,2000,11,1
1003812,[3|715],[4|7155],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[28|700],[27|400],[[103|500]|[104|700]],[[3|715]|[4|7155]|[104|0]|[5|100]],[[19|600]|[18|500]|[28|700]|[27|400]],[[999|3|450000]],[999|3|450000],8839,10038,160,2100,160,2100,12,1
1003813,[3|865],[4|8655],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[28|700],[27|700],[[103|600]|[104|700]],[[3|865]|[4|8655]|[104|0]|[5|100]],[[19|600]|[18|600]|[28|700]|[27|700]],[[999|3|670000]],[999|3|670000],10309,10038,170,2200,170,2200,13,1
1003814,[3|1051],[4|10511],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[28|900],[27|700],[[103|600]|[104|700]],[[3|1051]|[4|10511]|[104|0]|[5|100]],[[19|700]|[18|600]|[28|900]|[27|700]],[[999|3|1000000]],[999|3|1000000],12199,10038,180,2300,180,2300,14,1
1003815,[3|1253],[4|12536],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[28|900],[27|900],[[103|700]|[104|700]],[[3|1253]|[4|12536]|[104|0]|[5|100]],[[19|700]|[18|700]|[28|900]|[27|900]],[[999|3|1500000]],[999|3|1500000],14089,10038,190,2400,190,2400,15,1
1003816,[3|1516],[4|15161],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[28|900],[27|950],[[103|1000]|[104|1000]],[[3|1516]|[4|15161]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|900]|[27|950]],[[999|3|2200000]],[999|3|2200000],16716,10038,200,2500,200,2500,16,1
1003817,[3|2116],[4|21161],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[28|950],[27|950],[[103|1030]|[104|1000]],[[3|2116]|[4|21161]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|950]],[[999|3|6500000]],[999|3|6500000],23016,10038,220,2600,220,2600,17,1
1003818,[3|2791],[4|27911],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[28|950],[27|1000],[[103|1030]|[104|1030]],[[3|2791]|[4|27911]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|1000]],[[999|3|10000000]],[999|3|10000000],30366,10038,240,2700,240,2700,18,1
1003819,[3|3541],[4|35411],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[28|1000],[27|1000],[[103|1050]|[104|1050]],[[3|3541]|[4|35411]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1000]|[27|1000]],[[999|3|10000000]],[999|3|10000000],37716,10038,265,2800,265,2800,19,1
1003820,[3|4291],[4|42911],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[28|1030],[27|1030],[[103|1070]|[104|1070]],[[3|4291]|[4|42911]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1030]|[27|1030]],[[999|3|10000000]],[999|3|10000000],45066,10038,280,2900,99999,2901,20,1
1003901,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[28|0],[27|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[28|0]|[27|0]],[[999|3|450]],[999|3|450],0,10039,20,1000,20,1000,1,1
1003902,[3|21],[4|324],[104|0],[5|100],[103|0],[104|200],,,[19|100],[18|0],[28|0],[27|0],[[103|0]|[104|200]],[[3|21]|[4|324]|[104|0]|[5|100]],[[19|100]|[18|0]|[28|0]|[27|0]],[[999|3|600]],[999|3|600],408,10039,30,1100,30,1100,2,1
1003903,[3|49],[4|745],[104|0],[5|100],[103|100],[104|200],,,[19|100],[18|100],[28|0],[27|0],[[103|100]|[104|200]],[[3|49]|[4|745]|[104|0]|[5|100]],[[19|100]|[18|100]|[28|0]|[27|0]],[[999|3|3600]],[999|3|3600],941,10039,50,1200,50,1200,3,1
1003904,[3|84],[4|1263],[104|0],[5|100],[103|100],[104|200],,,[19|200],[18|100],[28|200],[27|0],[[103|100]|[104|200]],[[3|84]|[4|1263]|[104|0]|[5|100]],[[19|200]|[18|100]|[28|200]|[27|0]],[[999|3|8600]],[999|3|8600],1599,10039,70,1300,70,1300,4,1
1003905,[3|125],[4|1879],[104|0],[5|100],[103|200],[104|200],,,[19|200],[18|200],[28|200],[27|200],[[103|200]|[104|200]],[[3|125]|[4|1879]|[104|0]|[5|100]],[[19|200]|[18|200]|[28|200]|[27|200]],[[999|3|18000]],[999|3|18000],2379,10039,90,1400,90,1400,5,1
1003906,[3|172],[4|2592],[104|0],[5|100],[103|200],[104|400],,,[19|300],[18|200],[28|200],[27|200],[[103|200]|[104|400]],[[3|172]|[4|2592]|[104|0]|[5|100]],[[19|300]|[18|200]|[28|200]|[27|200]],[[999|3|27000]],[999|3|27000],3280,10039,100,1500,100,1500,6,1
1003907,[3|220],[4|3304],[104|0],[5|100],[103|300],[104|400],,,[19|300],[18|300],[28|200],[27|200],[[103|300]|[104|400]],[[3|220]|[4|3304]|[104|0]|[5|100]],[[19|300]|[18|300]|[28|200]|[27|200]],[[999|3|36000]],[999|3|36000],4184,10039,110,1600,110,1600,7,1
1003908,[3|276],[4|4147],[104|0],[5|100],[103|300],[104|400],,,[19|400],[18|300],[28|400],[27|200],[[103|300]|[104|400]],[[3|276]|[4|4147]|[104|0]|[5|100]],[[19|400]|[18|300]|[28|400]|[27|200]],[[999|3|55000]],[999|3|55000],5251,10039,120,1700,120,1700,8,1
1003909,[3|341],[4|5119],[104|0],[5|100],[103|400],[104|400],,,[19|400],[18|400],[28|400],[27|400],[[103|400]|[104|400]],[[3|341]|[4|5119]|[104|0]|[5|100]],[[19|400]|[18|400]|[28|400]|[27|400]],[[999|3|88000]],[999|3|88000],6317,10039,130,1800,130,1800,9,1
1003910,[3|442],[4|6631],[104|0],[5|100],[103|400],[104|700],,,[19|500],[18|400],[28|400],[27|400],[[103|400]|[104|700]],[[3|442]|[4|6631]|[104|0]|[5|100]],[[19|500]|[18|400]|[28|400]|[27|400]],[[999|3|150000]],[999|3|150000],7961,10039,140,1900,140,1900,10,1
1003911,[3|557],[4|8359],[104|0],[5|100],[103|500],[104|700],,,[19|500],[18|500],[28|400],[27|400],[[103|500]|[104|700]],[[3|557]|[4|8359]|[104|0]|[5|100]],[[19|500]|[18|500]|[28|400]|[27|400]],[[999|3|270000]],[999|3|270000],9601,10039,150,2000,150,2000,11,1
1003912,[3|686],[4|10303],[104|0],[5|100],[103|500],[104|700],,,[19|600],[18|500],[28|700],[27|400],[[103|500]|[104|700]],[[3|686]|[4|10303]|[104|0]|[5|100]],[[19|600]|[18|500]|[28|700]|[27|400]],[[999|3|450000]],[999|3|450000],11517,10039,160,2100,160,2100,12,1
1003913,[3|830],[4|12463],[104|0],[5|100],[103|600],[104|700],,,[19|600],[18|600],[28|700],[27|700],[[103|600]|[104|700]],[[3|830]|[4|12463]|[104|0]|[5|100]],[[19|600]|[18|600]|[28|700]|[27|700]],[[999|3|670000]],[999|3|670000],13433,10039,170,2200,170,2200,13,1
1003914,[3|1009],[4|15136],[104|0],[5|100],[103|600],[104|700],,,[19|700],[18|600],[28|900],[27|700],[[103|600]|[104|700]],[[3|1009]|[4|15136]|[104|0]|[5|100]],[[19|700]|[18|600]|[28|900]|[27|700]],[[999|3|1000000]],[999|3|1000000],15893,10039,180,2300,180,2300,14,1
1003915,[3|1203],[4|18052],[104|0],[5|100],[103|700],[104|700],,,[19|700],[18|700],[28|900],[27|900],[[103|700]|[104|700]],[[3|1203]|[4|18052]|[104|0]|[5|100]],[[19|700]|[18|700]|[28|900]|[27|900]],[[999|3|1500000]],[999|3|1500000],18357,10039,190,2400,190,2400,15,1
1003916,[3|1455],[4|21832],[104|0],[5|100],[103|1000],[104|1000],,,[19|1000],[18|1000],[28|900],[27|950],[[103|1000]|[104|1000]],[[3|1455]|[4|21832]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|900]|[27|950]],[[999|3|2200000]],[999|3|2200000],21777,10039,200,2500,200,2500,16,1
1003917,[3|2031],[4|30472],[104|0],[5|100],[103|1030],[104|1000],,,[19|1000],[18|1000],[28|950],[27|950],[[103|1030]|[104|1000]],[[3|2031]|[4|30472]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|950]],[[999|3|6500000]],[999|3|6500000],29985,10039,220,2600,220,2600,17,1
1003918,[3|2679],[4|40192],[104|0],[5|100],[103|1030],[104|1030],,,[19|1000],[18|1000],[28|950],[27|1000],[[103|1030]|[104|1030]],[[3|2679]|[4|40192]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|950]|[27|1000]],[[999|3|10000000]],[999|3|10000000],39561,10039,240,2700,240,2700,18,1
1003919,[3|3399],[4|50992],[104|0],[5|100],[103|1050],[104|1050],,,[19|1000],[18|1000],[28|1000],[27|1000],[[103|1050]|[104|1050]],[[3|3399]|[4|50992]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1000]|[27|1000]],[[999|3|10000000]],[999|3|10000000],49137,10039,265,2800,265,2800,19,1
1003920,[3|4119],[4|61792],[104|0],[5|100],[103|1070],[104|1070],,,[19|1000],[18|1000],[28|1030],[27|1030],[[103|1070]|[104|1070]],[[3|4119]|[4|61792]|[104|0]|[5|100]],[[19|1000]|[18|1000]|[28|1030]|[27|1030]],[[999|3|10000000]],[999|3|10000000],58713,10039,280,2900,99999,2901,20,1
1004001,[3|0],[4|0],[104|0],[5|100],[103|0],[104|0],,,[19|0],[18|0],[30|0],[29|0],[[103|0]|[104|0]],[[3|0]|[4|0]|[104|0]|[5|100]],[[19|0]|[18|0]|[30|0]|[29|0]],[[999|3|450]],[999|3|450],0,10040,20,1000,20,1000,1,1
